CPF,NOME,DATA DE NASCIMENTO,RUA,BAIRRO,CIDADE,ESTADO,TELEFONE,EMAIL,PESQUISA,CANAL DE ATEDIMENTO,MÊS,CARGO,ATENDENTE,RENDA
721.865.340-53,Marina Siqueira,1998-07-25,"Largo da Mata, 36",Vista Do Sol,Ramos Verde,Maranhão,+55 (56) 94532 8009,manuelacorreia@example.net,Ruim,Chat,7,Remador,8,9212
248.916.735-91,Maria Eduarda Nunes,1972-03-18,"Ladeira Melissa Pinto, 79",Baleia,Albuquerque do Norte,Pará,+55 (73) 9 1090-6927,barbosajoao-pedro@example.org,Péssimo,Email,9,Governanta,8,7821
316.529.780-03,Raul das Neves,1981-05-12,"Lagoa de Caldeira, 10",Vila Olhos D'água,Azevedo,Acre,+55 (33) 97083-9481,monteiropedro-miguel@example.com,Regular,Chat,12,Terapeuta floral,6,8218
905.463.281-05,Dr. Carlos Eduardo da Luz,1966-09-19,"Pátio de da Cruz, 1",Vila Real 2ª Seção,Camargo,Acre,+55 54 9 5279 2339,daniloferreira@example.org,Péssimo,Email,7,Ginasta artística,3,3293
638.027.194-50,João Pedro da Conceição,1976-09-10,"Área de Jesus, 62",São Vicente,Farias do Amparo,Rio de Janeiro,+55 73 9 8507 3956,davi-lucassantos@example.com,Ruim,Email,12,Cortador de cana-de-açucar,6,1572
209.357.184-60,João Guilherme Sampaio,1959-01-18,"Praça Lopes, 62",Vila Jardim Montanhes,Peixoto,Acre,+55 91 95600-1022,novaisdavi-lucca@example.org,Regular,Call,8,Sapateiro,1,2940
926.150.734-43,João Vitor Vieira,2000-02-22,"Área Cunha, 60",Santa Rosa,da Rocha das Flores,Rio Grande do Norte,+55 (14) 9 9419 5096,rezendebeatriz@example.org,Regular,Email,1,Enfermeiro,2,2348
456.812.937-00,José Pedro Mendes,1970-04-17,"Vereda de Freitas, 44",Parque São Pedro,Santos,Santa Catarina,+55 (064) 92080-4400,maria-cecilia81@example.org,Bom,Chat,4,Jogador de boliche,7,2386
041.657.293-61,Srta. Nicole Siqueira,1975-05-07,"Rodovia de Lima, 61",Nova Gameleira,Aragão de Sá,Maranhão,+55 (42) 9 7724 3893,davi-lucasda-luz@example.com,Regular,Email,6,Neurologista,5,3357
946.157.380-48,Rafael Siqueira,2005-09-25,"Viaduto Santos, 77",Alta Tensão 1ª Seção,Sousa,Amapá,+55 59 99942-7784,theocostela@example.org,Ótimo,Call,5,Dançarino,1,8684
429.630.157-80,Hadassa Cunha,1960-06-03,"Campo Costela, 1",Guarani,Machado,Roraima,+55 (73) 9 0404 8585,maria-julia89@example.org,Regular,Chat,3,Assessor de imprensa,8,5964
546.308.921-33,Sr. Vitor Hugo Vieira,1989-06-09,"Recanto de Brito, 70",Vila Primeiro De Maio,Abreu Verde,Santa Catarina,+55 78 94489-9161,heloisagoncalves@example.com,Bom,Call,10,Penhorista,1,8424
530.489.621-15,Enrico Nogueira,1975-01-25,Praça Mendes,Vila Aeroporto Jaraguá,Almeida,Goiás,+55 (43) 93410 8914,rodrigoalves@example.com,Ótimo,Chat,11,Psiquiatra,4,3582
610.248.379-04,Ana Vitória Pacheco,1980-07-12,"Rua Manuella Dias, 666",Mirante,Pinto,Mato Grosso,+55 45 98754 6091,maria-alice37@example.net,Ruim,Chat,12,Cozinheira,4,7704
501.724.693-25,Sarah da Paz,1995-02-19,"Setor Jesus, 5",Manacas,Sousa do Sul,Mato Grosso,+55 01 92005 7021,alicefarias@example.org,Regular,Call,7,Editor,4,4787
504.692.137-52,Emanuella Araújo,2002-02-03,Largo Juan Correia,Vila Coqueiral,Rios de Minas,Santa Catarina,+55 (87) 9 3746 7473,noahrios@example.com,Bom,Email,4,Jóquei,9,4580
174.029.365-70,Ana Laura Peixoto,1967-07-30,"Passarela Arthur Dias, 30",Unidas,Gonçalves de Minas,São Paulo,+55 (19) 95609-0846,gabrielamartins@example.com,Regular,Email,11,Escrivão,8,6994
614.735.208-35,Hadassa Nunes,1959-11-16,"Residencial Pastor, 78",Vila Paquetá,Cirino Grande,Mato Grosso do Sul,+55 62 9 7068 2161,yasminsantos@example.org,Ruim,Email,7,Levantador de peso,4,8232
546.783.210-71,Mariah Cardoso,2001-11-09,"Campo Cardoso, 59",Parque São José,Aragão,Distrito Federal,+55 (047) 90877 8706,sda-mata@example.net,Péssimo,Call,3,Atleta de tiro com arco,3,2205
831.297.650-77,Luiz Henrique Barbosa,1967-01-28,"Distrito de Brito, 3",Canaa,Garcia das Flores,Pará,+55 (094) 95652-7869,larissa44@example.com,Péssimo,Email,7,Engenheiro de aquicultura,10,9735
710.296.435-80,Yago Guerra,1978-06-23,"Área Cavalcanti, 28",Camargos,Pinto Grande,Amazonas,+55 27 99453 8615,ana-laura05@example.net,Regular,Email,6,Carnavalesco,4,9696
594.321.807-60,Marcelo Pacheco,1998-12-15,"Parque de Andrade, 4",Vila Madre Gertrudes 4ª Seção,Andrade de Fernandes,Santa Catarina,+55 (79) 96455-3845,zalmeida@example.org,Ruim,Call,1,Avalista,10,3758
310.675.982-86,Benicio da Mota,1991-11-04,"Vereda de da Rosa, 94",Independência,Oliveira,Santa Catarina,+55 (56) 93652-1367,evelyn68@example.org,Bom,Chat,2,Agrônomo,4,2269
576.948.320-29,Matteo da Luz,1966-05-30,"Condomínio de Freitas, 41",Glória,Novaes,Rio de Janeiro,+55 (003) 98185-1466,raelda-conceicao@example.org,Regular,Call,6,Procurador de justiça,2,9804
891.520.346-15,Heloisa da Luz,1963-07-14,"Conjunto Monteiro, 8",Vila Madre Gertrudes 1ª Seção,Castro de Mendonça,Rio de Janeiro,+55 (037) 92160 0255,lucca05@example.net,Péssimo,Call,7,Estoquista,2,3072
740.631.925-80,Maria Helena da Paz,1987-04-03,"Estação Cauê Barbosa, 87",Pirineus,da Cruz,Rio Grande do Norte,+55 59 9 3774 9592,hleao@example.org,Ótimo,Call,10,Engenheiro mecânico,3,4847
951.684.027-20,Dr. João Vitor Rodrigues,1977-01-28,"Área Pietro Barbosa, 93",Vila Da Amizade,Silveira,Mato Grosso do Sul,+55 (050) 94363-2567,zabreu@example.com,Ótimo,Email,8,Lutador de jiu-jitsu,9,9431
296.154.308-89,Sra. Esther Almeida,1961-01-30,"Via Camargo, 29",Granja De Freitas,da Costa,Piauí,+55 (81) 92060-5167,caiofernandes@example.org,Ruim,Chat,7,Coach,6,4530
983.402.751-60,Stephany Carvalho,1977-03-18,"Condomínio de Silveira, 8",Camponesa 1ª Seção,das Neves dos Dourados,Sergipe,+55 11 9 6135 1830,acavalcante@example.com,Péssimo,Call,1,Jornalista,2,5829
182.953.640-06,Davi Vasconcelos,1963-05-08,"Vereda Cunha, 2",Senhor Dos Passos,Cavalcante,Roraima,+55 (41) 90383-7949,ribeiroandre@example.net,Ruim,Chat,7,Subprefeito,9,8082
108.256.479-67,Pietro Almeida,1962-05-30,"Praça de Caldeira, 4",Santa Efigênia,Fogaça,Piauí,+55 (81) 90012-5242,bda-mota@example.net,Regular,Chat,8,Técnico em taquigrafia,5,8413
501.764.329-06,Esther Sampaio,1979-06-26,"Estrada de da Rosa, 945",Alta Tensão 1ª Seção,Sales,Mato Grosso,+55 (36) 97232-4117,camposalexia@example.net,Ótimo,Call,8,Jogador de badminton,7,4865
218.657.430-62,Enzo Vargas,1976-03-01,"Praça Sá, 80",Renascença,Rodrigues,Espírito Santo,+55 (94) 9 8312-2764,oliver66@example.net,Bom,Chat,8,Agente de defesa sanitária,3,9576
953.640.281-51,Maria Alice Moraes,1999-07-17,"Condomínio Benício Lopes, 473",São Gabriel,Nogueira da Serra,Acre,+55 (03) 96768-7755,kmacedo@example.com,Ruim,Chat,3,Técnico em documentação,7,4093
928.641.307-69,Josué Monteiro,1983-03-29,"Conjunto Cauê Pacheco, 45",Capitão Eduardo,Pimenta de Nunes,Rio de Janeiro,+55 (21) 94818-3458,anovais@example.org,Regular,Email,5,Engenheiro de minas,3,5333
281.375.906-68,Rebeca Vieira,1981-04-02,"Trecho Arthur Miguel Alves, 33",São Salvador,Mendes,Mato Grosso do Sul,+55 (062) 91391-8459,diasgael-henrique@example.net,Regular,Email,6,Historiador,1,6915
903.846.215-89,Francisco Campos,1945-10-01,"Largo Anna Liz Santos, 21",Nossa Senhora Do Rosário,da Conceição,Santa Catarina,+55 (22) 97343 8181,gabriellybrito@example.org,Regular,Chat,5,Eletricista de automóveis,7,3685
503.478.129-88,Maya da Cunha,1957-02-08,"Quadra Ana Cecília da Conceição, 66",Pirineus,Cardoso,Alagoas,+55 70 9 7608 2754,slima@example.net,Bom,Call,8,Necromaquiador,6,5498
472.653.081-07,Luara Nunes,2005-08-28,"Via Sarah Santos, 99",São Francisco,Sá do Galho,Alagoas,+55 (90) 95668-0414,gabriela78@example.com,Ruim,Chat,3,Jogador de hóquei,8,6426
172.439.506-80,Bruno Rocha,1969-02-17,"Estação Rodrigues, 16",São Benedito,da Paz Grande,Pará,+55 (030) 92871-0501,aragaoisis@example.net,Bom,Call,8,Clínico geral,8,7281
750.298.364-38,Maria Luiza Cavalcante,1985-11-14,"Setor Azevedo, 1",Flavio Marques Lisboa,Costela da Praia,Minas Gerais,+55 (87) 9 7365-1770,pereiraoliver@example.net,Ruim,Call,5,Embalsamador,1,1887
153.820.796-68,Dr. José Castro,1964-07-05,"Alameda de Correia, 87",Ápia,Sousa Grande,Espírito Santo,+55 (018) 96121 2719,rafael86@example.net,Péssimo,Email,2,Profissional de cinema,10,1756
962.540.318-33,Dr. Daniel Novais,1998-10-19,"Largo Freitas, 25",Vila Cloris,Camargo,Distrito Federal,+55 (95) 90814-2848,ygomes@example.org,Ruim,Chat,10,Marketeiro,5,1773
201.876.354-71,Mateus Lopes,2001-01-25,"Rua Pinto, 157",Serrano,Martins de Cavalcanti,Paraíba,+55 07 9 4117-5346,cavalcanteapollo@example.net,Regular,Call,12,Gerente de riscos em seguros,1,4399
895.026.714-49,Sra. Luna Monteiro,1972-09-10,"Campo Catarina Macedo, 47",Estoril,Rocha,Distrito Federal,+55 45 9 8601 0883,calebecardoso@example.net,Regular,Email,12,Tecnólogo em rochas ornamentais,9,6821
672.451.039-25,Ravi da Rosa,1973-10-19,"Residencial Anna Liz Sá, 64",Alto Vera Cruz,Souza de Garcia,Maranhão,+55 (065) 93258-0534,leaorafaela@example.net,Bom,Call,6,Contramestre em transporte marítimo,8,7564
241.938.507-14,Natália Gonçalves,1983-03-30,"Aeroporto Maria Helena Sá, 3",Ademar Maldonado,Albuquerque,Amazonas,+55 (26) 9 3907 2055,qduarte@example.org,Ruim,Call,9,Harpista,3,5541
693.540.278-65,Maria Vitória Camargo,1981-09-21,"Parque Theo Abreu, 38",Dom Silverio,Oliveira do Galho,Tocantins,+55 (007) 97191-4293,diasarthur-miguel@example.net,Ruim,Email,8,Técnico em arquivo,6,5246
518.429.076-11,Lunna Leão,2002-06-02,"Conjunto Pedro Henrique Porto, 7",Vila União,da Costa,Mato Grosso do Sul,+55 (90) 98396 2558,enrico87@example.org,Ótimo,Chat,4,Escoteiro,6,4799
853.721.469-82,Hellena da Costa,1973-02-23,"Rodovia Martins, 295",Mangabeiras,Pimenta,Espírito Santo,+55 43 90677-9450,pmarques@example.net,Regular,Chat,7,Estoquista,8,6651
891.732.405-32,Asafe Rocha,1952-06-29,Viaduto Dante Andrade,Alto Vera Cruz,Ramos Alegre,Amapá,+55 (002) 94981 5869,jade21@example.com,Bom,Call,5,Técnico em segurança do trabalho,7,7664
689.372.410-13,Bella Jesus,1957-03-14,"Chácara Oliveira, 9",Alta Tensão 2ª Seção,Sales,Pernambuco,+55 83 95814-2447,heitornovaes@example.net,Regular,Chat,2,Oculista,3,7680
472.056.891-20,Luísa da Mata,1985-07-10,"Estrada de Pires, 5",Atila De Paiva,Dias,Bahia,+55 (011) 99554 1121,isabella60@example.net,Ótimo,Chat,7,Obstetra,3,4894
356.279.108-95,Dra. Helena Abreu,1962-07-25,"Colônia Beatriz Farias, 87",Santa Tereza,Alves do Norte,Rondônia,+55 83 9 2160-6693,mramos@example.com,Ruim,Call,6,Açougueiro,6,7603
725.093.461-99,Milena Barros,1987-06-28,"Travessa de Caldeira, 24",Vitoria Da Conquista,Leão,Paraná,+55 (96) 9 1275-4074,barbaranunes@example.net,Ruim,Chat,10,Professor,2,7491
748.132.069-13,Sra. Maria Julia Almeida,1976-04-15,"Lago de Siqueira, 8",Acaiaca,Sampaio de Barbosa,Mato Grosso do Sul,+55 (071) 93439-2206,pedro-henriqueazevedo@example.org,Ruim,Call,2,Gastroenterologista,3,6490
671.908.532-86,Hellena Vasconcelos,1958-09-01,Via Vicente Montenegro,Camponesa 2ª Seção,Fernandes da Serra,Ceará,+55 (60) 9 1323-8358,liviacavalcanti@example.com,Regular,Call,3,Técnico de som,8,1593
927.510.346-16,Ana Liz Rodrigues,1978-12-24,"Estação Ramos, 494",Cidade Nova,das Neves da Praia,Alagoas,+55 (12) 9 9350 5023,rioseloa@example.org,Regular,Email,5,Policial civil,2,8053
306.728.145-44,Mathias Jesus,1994-06-22,"Sítio Fernando Leão, 50",Vila Engenho Nogueira,Santos de Goiás,Paraná,+55 (77) 90504 5958,joanacirino@example.org,Ruim,Email,9,Classificador contábil,6,6474
293.604.751-06,Davi Luiz Sousa,1993-03-18,"Travessa de Casa Grande, 37",Rio Branco,Silva,Santa Catarina,+55 93 93867-3834,xmachado@example.com,Regular,Call,3,Esgrimista,8,2168
807.412.365-08,Isaac Camargo,1976-11-29,Parque Mendonça,União,Leão,Acre,+55 (090) 91782-1859,luisa17@example.org,Péssimo,Chat,4,Personal stylist,7,8871
162.805.947-85,Ana Cecília Sampaio,1998-04-10,"Trecho Enrico Monteiro, 64",Bonfim,Barbosa de Jesus,Distrito Federal,+55 65 9 2458 1205,vjesus@example.com,Ótimo,Chat,12,Zelador,10,8360
097.864.231-78,Emanuel Cavalcante,1961-08-08,"Trevo de Rocha, 27",Embaúbas,Melo,Goiás,+55 (63) 9 1826 6308,da-cruzyuri@example.org,Ruim,Call,11,Juiz de futebol,5,4877
629.580.417-94,Arthur Miguel Caldeira,2006-12-21,Fazenda Pietra Câmara,Conjunto São Francisco De Assis,Vieira,Tocantins,+55 (021) 91961 3403,santosisis@example.com,Bom,Call,10,Ministro,9,1896
312.854.609-60,Matheus Azevedo,1991-08-22,Viela Santos,Vila Madre Gertrudes 2ª Seção,Sousa,Rondônia,+55 53 98941-5036,ybrito@example.com,Bom,Call,5,Bancário,8,5880
514.087.623-07,Ísis da Conceição,2002-10-03,"Pátio Sá, 54",Braúnas,Rezende,Santa Catarina,+55 40 9 1309 8526,fmachado@example.org,Péssimo,Chat,2,Protesista,6,8985
274.851.360-62,Srta. Gabriela Abreu,1973-04-04,"Aeroporto de Machado, 16",Satelite,Souza,Goiás,+55 56 9 1416-2369,theo89@example.org,Regular,Call,8,Astronauta,3,9756
098.715.234-32,Maria Isis Oliveira,1953-04-17,"Avenida Isaque Moraes, 520",Oeste,Souza Paulista,Amapá,+55 55 9 7224-1744,isis08@example.net,Ótimo,Call,11,Barbeiro,9,3200
098.156.374-01,Luana Castro,1953-09-01,"Avenida de Novaes, 485",Vila Madre Gertrudes 2ª Seção,Fernandes,Espírito Santo,+55 13 96865-3740,melinagoncalves@example.com,Ruim,Email,10,Webmaster,7,6126
574.698.132-09,Theodoro Caldeira,1971-01-11,"Loteamento Isis Oliveira, 181",Pantanal,Barbosa,Amapá,+55 39 94025 1847,gomesana-julia@example.org,Regular,Call,2,Técnico de gesso,8,9152
426.703.951-80,Ana Porto,1975-04-11,"Conjunto Cardoso, 5",Renascença,Câmara,Piauí,+55 59 9 2998-2508,barbarapires@example.com,Ótimo,Email,9,Pedreiro,5,9141
641.703.598-01,Kamilly Fonseca,1953-01-12,Pátio de Câmara,Pongelupe,das Neves,Espírito Santo,+55 (011) 97622-6021,vicenteaparecida@example.org,Ótimo,Call,6,Mestre-de-obras,9,6549
849.062.751-76,Caroline Siqueira,1955-08-30,"Trevo da Paz, 987",Jardim Felicidade,Leão,Ceará,+55 (89) 9 2771-7536,olivia86@example.org,Péssimo,Email,11,Pára-quedista,2,3147
361.795.482-00,Miguel Nogueira,1998-06-29,"Ladeira de Porto, 23",Vila Santa Monica 1ª Seção,Carvalho de da Costa,Alagoas,+55 99 9 5236 8263,marcos-vinicius83@example.org,Péssimo,Call,8,Engenheiro de iluminação,7,5760
592.648.137-64,Thomas Correia,1989-03-02,"Viela de Lima, 88",Antonio Ribeiro De Abreu 1ª Seção,Vasconcelos de Cavalcanti,São Paulo,+55 (13) 91134 1451,dmoura@example.com,Péssimo,Email,5,Somelier,6,2649
560.483.912-42,Gabrielly Almeida,1992-11-06,Trevo Lucca Jesus,Santo André,Monteiro,Amazonas,+55 64 9 6812 5405,eduardaabreu@example.net,Péssimo,Chat,10,Separador,3,4197
579.831.026-40,Joaquim Almeida,1966-09-11,"Núcleo de Freitas, 537",Venda Nova,Nascimento,Maranhão,+55 (022) 92340 3659,isabelly90@example.net,Ótimo,Email,4,Ascensorista,1,7233
867.120.349-22,Lorena Ribeiro,1995-02-23,"Travessa Martins, 966",Vila Primeiro De Maio,Vieira de Lima,Bahia,+55 60 93889 2816,oliviasales@example.org,Ótimo,Email,2,Gerente de riscos em seguros,9,2230
613.085.427-71,Davi Campos,1996-12-12,"Trevo Apollo Andrade, 92",Horto Florestal,Santos da Serra,Minas Gerais,+55 73 98075 7527,pguerra@example.net,Regular,Email,8,Infectologista,1,6682
827.651.943-19,João Guilherme Fogaça,1969-10-12,Condomínio de Rodrigues,Vila Piratininga Venda Nova,Souza do Norte,Ceará,+55 13 9 6549-7800,caroline12@example.com,Ruim,Chat,11,Técnico em tratamento de água,7,6728
142.956.038-05,Joaquim Rios,1963-07-13,"Loteamento Maria Fernanda Aragão, 9",Ernesto Nascimento,Mendes,Pernambuco,+55 (51) 96191-7002,kdas-neves@example.org,Péssimo,Email,5,Administrador de banco de dados DBA,8,2056
615.382.479-09,Olívia Costela,1951-01-04,Loteamento Maria Luiza Silveira,Lajedo,Gomes,Alagoas,+55 (096) 93620-0087,amandasiqueira@example.net,Regular,Call,7,Entalhador,10,9945
689.124.037-96,Maria Isis da Mata,1980-11-07,"Jardim de Brito, 657",São Paulo,Fonseca,Espírito Santo,+55 (33) 98587-4753,araujovalentim@example.com,Ótimo,Email,5,Tecnólogo em geoprocessamento,8,5706
184.695.730-39,Benicio Rezende,1950-09-22,"Lago de da Mota, 14",Solar Do Barreiro,Vasconcelos,Paraíba,+55 12 9 5682-2315,qcardoso@example.com,Regular,Call,1,Teólogo,5,1797
589.164.270-02,Arthur Melo,1963-01-14,"Viaduto de Ferreira, 72",Vila Mantiqueira,Alves da Prata,Acre,+55 (087) 96219-0330,vitor-gabriel24@example.net,Ruim,Email,3,Cortador de cana-de-açucar,8,9188
689.451.207-85,Sr. José Pedro da Paz,1979-08-19,"Recanto Arthur Miguel Souza, 81",Nova Suíça,Moraes de Gomes,Santa Catarina,+55 66 9 5041 3139,heitorabreu@example.org,Regular,Chat,11,Geógrafo,5,8264
234.871.906-13,Melina Correia,1974-09-25,"Campo de Vasconcelos, 42",Vila Dos Anjos,Viana,Paraíba,+55 12 98639-6290,da-costaester@example.com,Péssimo,Email,4,Atleta de arremesso de peso,6,8056
290.371.854-79,Sarah Nunes,2001-12-18,Rua Amanda Fernandes,Vila Ipiranga,Marques da Serra,Rio Grande do Norte,+55 (32) 9 5601 2868,sampaiodavi-luiz@example.org,Bom,Call,7,Recreador,5,8604
936.148.750-75,Yago Siqueira,1997-10-19,Loteamento Pimenta,Jaqueline,Ferreira da Serra,Espírito Santo,+55 19 9 7203-6805,anna-lizteixeira@example.net,Regular,Chat,7,Lapidário,10,4195
165.732.894-55,Ana Liz Araújo,1950-05-13,"Avenida de Macedo, 14",Barreiro,Siqueira,Tocantins,+55 (94) 95344-6060,benjamimcamargo@example.org,Péssimo,Call,10,Político,2,9231
380.671.594-75,Dra. Sara Mendes,1976-12-11,"Área da Cunha, 62",Europa,Albuquerque de da Paz,Mato Grosso,+55 (52) 9 0198-5961,cunhapedro-miguel@example.org,Ruim,Chat,2,Auxiliar de reprografia,1,4074
148.356.270-08,Isis Carvalho,1955-04-17,"Esplanada de Ramos, 71",Vitoria,Barros de Minas,Rio Grande do Norte,+55 47 90329-5339,martinsryan@example.org,Ótimo,Call,4,Atleta de nado sincronizado,4,7186
471.890.352-14,Sra. Maitê Cunha,1979-10-28,"Via Lucas Martins, 5",Tres Marias,Dias,Goiás,+55 (098) 96488 6292,pastorpedro-miguel@example.net,Péssimo,Chat,11,Personal stylist,8,4244
601.947.582-49,Stephany da Cruz,1970-09-01,"Esplanada das Neves, 76",Acaba Mundo,da Cunha,Distrito Federal,+55 (32) 9 3002-1282,caldeiratheodoro@example.net,Ruim,Call,12,Boticário,3,4637
423.650.971-70,Emanuelly Moraes,2003-06-17,"Setor Gonçalves, 77",Ouro Preto,Pires da Prata,Piauí,+55 (96) 90169-5908,isaque21@example.org,Bom,Email,2,Cartunista,10,8440
798.615.320-21,Leandro Fonseca,1977-12-14,"Aeroporto de Dias, 16",Campo Alegre,Sampaio,Pará,+55 (03) 9 5601-5293,ana-vitoriaazevedo@example.org,Ótimo,Email,3,Tecnólogo em automação industrial,4,3402
643.519.270-70,Gael Mendonça,1959-07-05,"Chácara de Casa Grande, 784",Alta Tensão 2ª Seção,Teixeira da Prata,Paraíba,+55 (34) 96364-8951,mfreitas@example.net,Péssimo,Email,8,Sacoleira,2,9707
124.798.365-09,Oliver da Luz,1975-09-12,"Jardim Aparecida, 58",Gutierrez,Abreu,Tocantins,+55 91 9 2854 6523,isabelly90@example.com,Ruim,Call,11,Lutador de jiu-jitsu,9,4994
439.176.852-64,Leandro da Mata,1948-04-17,"Núcleo Arthur Silva, 34",Nova Cachoeirinha,Azevedo de Albuquerque,Minas Gerais,+55 23 96346-6000,maria-luiza36@example.com,Bom,Call,3,Perito criminal,8,5770
504.218.769-30,Francisco Santos,1982-02-09,"Favela de Cardoso, 664",Araguaia,Machado do Oeste,Tocantins,+55 58 90384 3583,andradegael@example.com,Bom,Chat,11,Figurante,8,6536
246.531.890-05,Brayan Costa,1969-07-05,"Favela Moura, 96",Castelo,Cirino de Casa Grande,Paraíba,+55 (033) 91379-6602,barrostheo@example.com,Péssimo,Call,10,Técnico de gesso,9,8010
594.276.180-94,Agatha Câmara,1973-07-04,"Setor Sales, 60",Santa Tereza,Camargo,Minas Gerais,+55 31 98430-4268,arthur-gabrielaraujo@example.org,Bom,Call,9,Marketeiro,10,9038
923.586.710-02,Dr. Yuri Nunes,1945-04-13,"Estrada Otto Nogueira, 22",Comiteco,Nascimento,Goiás,+55 68 9 5743-1080,pmarques@example.net,Bom,Email,2,Sargento,10,4246
475.196.302-34,Julia Oliveira,1994-10-24,"Esplanada de Barros, 45",Novo Glória,Lopes de Pinto,Espírito Santo,+55 56 9 6544 3253,riossabrina@example.org,Regular,Chat,1,Conferente de carga e descarga,5,5818
098.354.216-33,Vitor Pacheco,1971-07-07,"Jardim de Cassiano, 2",Vila Vista Alegre,da Conceição,Paraíba,+55 76 92525 1530,pereiramaria-isis@example.com,Ótimo,Email,4,Tesoureiro,5,9258
372.895.401-23,Theo Costa,1959-08-27,"Travessa Lunna Fonseca, 494",Dom Joaquim,Ferreira de Sá,Acre,+55 (041) 98338 4716,ana-ceciliaandrade@example.net,Bom,Chat,5,Neonatologista,8,5370
286.410.375-35,Miguel Sampaio,1955-08-17,"Sítio de Novaes, 58",Vila Jardim Leblon,Silva do Oeste,Amapá,+55 93 9 6409-6114,beatriz39@example.org,Ruim,Email,3,Leiloeiro,4,2939
031.459.726-34,Yuri Ribeiro,1945-06-25,"Viaduto Isadora Cavalcanti, 74",Santa Branca,Farias,Acre,+55 (39) 9 3643 0947,fogacaclara@example.org,Ruim,Chat,8,Mestre-de-obras,10,7494
340.625.187-08,Davi Porto,1957-12-02,"Via de Souza, 79",São Francisco,Pires do Campo,Ceará,+55 (08) 90144-5660,juan61@example.net,Ótimo,Call,8,Sonoplasta,8,6466
870.465.923-65,Bella Sampaio,1962-08-14,"Praça Pereira, 160",Cardoso,Cassiano,Rondônia,+55 (31) 94381-6829,albuquerquedanilo@example.com,Péssimo,Call,6,Alpinista,5,8947
605.917.432-99,Alexandre da Costa,1974-08-29,"Vale de Nogueira, 30",Estrela Do Oriente,Correia Paulista,Minas Gerais,+55 (64) 95048-2122,camargomariana@example.com,Ótimo,Email,2,Reumatologista,9,8795
860.172.359-40,Larissa Gonçalves,1955-12-17,"Esplanada Pedro Lucas Gomes, 535",Conjunto Jatoba,Lima da Praia,Rio Grande do Norte,+55 (80) 98513 4184,da-cruzlivia@example.org,Regular,Call,12,Piloto de avião,4,1846
716.920.345-61,Liam das Neves,1973-07-31,"Trecho Casa Grande, 25",Pedreira Padro Lopes,Alves,Paraíba,+55 35 9 6460-3948,mariane23@example.com,Ruim,Email,3,Remador,8,5706
517.930.628-03,Dr. Henry Costa,1954-08-18,"Loteamento de Cardoso, 52",São Gabriel,Almeida,Rio de Janeiro,+55 (14) 9 6353 9963,fernandoleao@example.net,Regular,Chat,1,Coveiro/Sepultador,10,1668
